id,firstname,lastname,email,BirthDate,campus,Academic_year,contract_type,Company,Level,global_mark,Graduated,Satisfaction,Salon_etudiant,Duree_embauche,Graduated,Satisfaction,Salon_etudiant,Duree_embauche
1162,Cassondra,Paine,Cassondra.Paine@supinfo.com,1994-09-07,Caen,2019-2020,2,RTE,Msc1,44.32,Non,31,Non,18,Non,31,Non,18
1163,Fawne,Genna,Fawne.Genna@supinfo.com,1996-03-14,Paris,2019-2020,1,BNP Paribas,Bsc,95.05,Oui,46,Oui,24,Oui,46,Oui,24
1164,Tera,Philipp,Tera.Philipp@supinfo.com,1996-03-18,Caen,2019-2020,1,Amazon,Bsc,84.19,Oui,7,Oui,12,Oui,7,Oui,12
1165,Leeanne,Goth,Leeanne.Goth@supinfo.com,1996-12-21,Caen,2019-2020,2,Enedis,Msc2,56.12,Oui,55,Non,18,Oui,55,Non,18
1166,Rivalee,Monk,Rivalee.Monk@supinfo.com,1997-11-17,Lille,2019-2020,1,SNCF,Msc2,52.56,Non,99,Non,18,Non,99,Non,18
1167,Eadie,Emerson,Eadie.Emerson@supinfo.com,1999-11-07,Lyon,2019-2020,2,Engie,Msc1,54.95,Non,28,Oui,6,Non,28,Oui,6
1168,Cassandra,Yuille,Cassandra.Yuille@supinfo.com,1999-12-11,Paris,2019-2020,2,Talan,Msc1,94.82,Non,86,Non,12,Non,86,Non,12
1169,Elbertina,Teryn,Elbertina.Teryn@supinfo.com,1995-06-11,Lille,2019-2020,1,Amazon,Msc2,53.68,Non,7,Oui,24,Non,7,Oui,24
1170,Yolane,O'Carroll,Yolane.O'Carroll@supinfo.com,1995-07-03,Lille,2019-2020,2,BNP Paribas,Msc1,83.39,Non,85,Oui,24,Non,85,Oui,24
1171,Cyb,Yoko,Cyb.Yoko@supinfo.com,1999-12-14,Tours,2019-2020,2,EDF,Bsc,84.3,Non,1,Oui,12,Non,1,Oui,12
1172,Georgetta,Herrera,Georgetta.Herrera@supinfo.com,1995-12-30,Lille,2019-2020,1,Carrefour,Msc1,92.51,Oui,47,Non,18,Oui,47,Non,18
1173,Christal,Brieta,Christal.Brieta@supinfo.com,1995-03-15,Lille,2019-2020,2,Engie,Msc2,45.93,Oui,70,Oui,6,Oui,70,Oui,6
1174,Augustine,Vittoria,Augustine.Vittoria@supinfo.com,1995-05-09,Lille,2019-2020,1,EDF,Msc2,55.27,Oui,92,Non,24,Oui,92,Non,24
1175,Stephanie,Dreda,Stephanie.Dreda@supinfo.com,1996-06-20,Tours,2019-2020,2,LCL,Bsc,78.89,Oui,86,Non,12,Oui,86,Non,12
1176,Rochette,Telfer,Rochette.Telfer@supinfo.com,1996-09-13,Paris,2019-2020,1,BNP Paribas,Msc1,78.75,Non,42,Non,18,Non,42,Non,18
1177,Bobinette,Bluh,Bobinette.Bluh@supinfo.com,1994-05-09,Lille,2019-2020,2,Capgemini,Msc1,38.11,Oui,23,Oui,18,Oui,23,Oui,18
1178,Elie,Roumell,Elie.Roumell@supinfo.com,1994-08-13,Tours,2019-2020,2,SNCF,Msc2,39.3,Non,7,Non,3,Non,7,Non,3
1179,Kerrin,Infield,Kerrin.Infield@supinfo.com,1995-02-16,Paris,2019-2020,2,Capgemini,Msc1,76.54,Non,98,Non,3,Non,98,Non,3
1180,Jere,Wareing,Jere.Wareing@supinfo.com,1997-03-14,Lyon,2019-2020,2,Amazon,Msc2,91.56,Oui,47,Non,6,Oui,47,Non,6
1181,Nicoli,Camden,Nicoli.Camden@supinfo.com,1995-06-25,Paris,2019-2020,2,Engie,Msc1,40.62,Non,77,Oui,3,Non,77,Oui,3
1182,Joceline,Lissi,Joceline.Lissi@supinfo.com,1997-01-19,Tours,2019-2020,1,RTE,Msc2,72.6,Non,77,Oui,3,Non,77,Oui,3
1183,Imojean,Wolfgram,Imojean.Wolfgram@supinfo.com,1998-10-23,Caen,2019-2020,1,EDF,Msc1,51.63,Oui,52,Non,24,Oui,52,Non,24
1184,Tomasina,Phaidra,Tomasina.Phaidra@supinfo.com,1998-11-28,Tours,2019-2020,1,RTE,Msc2,88.18,Oui,87,Oui,18,Oui,87,Oui,18
1185,Candy,Thunell,Candy.Thunell@supinfo.com,1994-08-04,Paris,2019-2020,2,SNCF,Bsc,47.15,Non,87,Oui,24,Non,87,Oui,24
1186,Alyda,Sigfrid,Alyda.Sigfrid@supinfo.com,1995-04-06,Tours,2019-2020,2,Amazon,Msc1,30.56,Oui,73,Oui,24,Oui,73,Oui,24
1187,Sharlene,Firmin,Sharlene.Firmin@supinfo.com,1996-01-20,Tours,2019-2020,2,EDF,Msc1,38.47,Oui,82,Non,3,Oui,82,Non,3
1188,Pearline,Carleen,Pearline.Carleen@supinfo.com,1995-05-16,Lille,2019-2020,1,LCL,Bsc,56.65,Oui,1,Non,6,Oui,1,Non,6
1189,Melanie,Belldas,Melanie.Belldas@supinfo.com,1997-10-09,Caen,2019-2020,2,Talan,Msc2,58.84,Non,13,Non,24,Non,13,Non,24
1190,Amalie,Cullin,Amalie.Cullin@supinfo.com,1995-07-02,Tours,2019-2020,2,Talan,Bsc,62.2,Oui,20,Oui,12,Oui,20,Oui,12
1191,Juliane,Bonilla,Juliane.Bonilla@supinfo.com,1997-03-24,Caen,2019-2020,2,Capgemini,Msc1,74.67,Oui,92,Non,18,Oui,92,Non,18
1192,Kary,Pulsifer,Kary.Pulsifer@supinfo.com,1997-12-19,Lyon,2019-2020,2,LCL,Msc1,46.24,Non,68,Non,3,Non,68,Non,3
1193,Lynea,Francene,Lynea.Francene@supinfo.com,1997-07-06,Lyon,2019-2020,2,Carrefour,Bsc,89.73,Oui,54,Non,3,Oui,54,Non,3
1194,Kellen,Corabella,Kellen.Corabella@supinfo.com,1996-02-02,Tours,2019-2020,1,Engie,Bsc,58.71,Oui,41,Oui,24,Oui,41,Oui,24
1195,Lexine,Palocz,Lexine.Palocz@supinfo.com,1997-04-19,Caen,2019-2020,1,Amazon,Bsc,65.99,Non,10,Oui,3,Non,10,Oui,3
1196,Theodora,Niles,Theodora.Niles@supinfo.com,1995-02-06,Tours,2019-2020,1,EDF,Msc1,74.61,Oui,23,Non,18,Oui,23,Non,18
1197,Emma,Wattenberg,Emma.Wattenberg@supinfo.com,1995-02-01,Paris,2019-2020,2,RTE,Bsc,72.81,Non,14,Non,6,Non,14,Non,6
1198,Candi,Minetta,Candi.Minetta@supinfo.com,1998-06-08,Paris,2019-2020,2,Capgemini,Bsc,65.12,Oui,78,Oui,24,Oui,78,Oui,24
1199,Pamella,Chem,Pamella.Chem@supinfo.com,1994-04-26,Tours,2019-2020,1,EDF,Msc2,31.88,Oui,88,Non,3,Oui,88,Non,3
1200,Leona,Stephie,Leona.Stephie@supinfo.com,1996-06-12,Lille,2019-2020,2,BNP Paribas,Msc1,57.78,Non,84,Oui,3,Non,84,Oui,3
1201,Britni,Zaslow,Britni.Zaslow@supinfo.com,1996-11-16,Caen,2019-2020,1,SNCF,Bsc,34.03,Non,49,Non,12,Non,49,Non,12
1202,Dede,Sallyann,Dede.Sallyann@supinfo.com,1999-01-10,Lyon,2019-2020,2,Enedis,Msc1,68.68,Non,26,Non,6,Non,26,Non,6
1203,Allis,Goerke,Allis.Goerke@supinfo.com,1994-06-15,Lille,2019-2020,2,RTE,Msc2,79.94,Oui,58,Non,3,Oui,58,Non,3
1204,Leeanne,Urias,Leeanne.Urias@supinfo.com,1995-07-22,Caen,2019-2020,1,Talan,Msc1,88.89,Oui,24,Non,3,Oui,24,Non,3
1205,Verla,Fink,Verla.Fink@supinfo.com,1997-10-21,Tours,2019-2020,1,RTE,Bsc,37.56,Oui,30,Oui,3,Oui,30,Oui,3
1206,Florie,Roumell,Florie.Roumell@supinfo.com,1996-10-06,Paris,2019-2020,2,LCL,Bsc,80.73,Oui,53,Oui,18,Oui,53,Oui,18
1207,Deloria,Jerald,Deloria.Jerald@supinfo.com,1995-07-31,Lyon,2019-2020,2,Carrefour,Bsc,95.54,Oui,28,Oui,12,Oui,28,Oui,12
1208,Vevay,Wadell,Vevay.Wadell@supinfo.com,1994-03-08,Caen,2019-2020,1,RTE,Msc2,86.01,Oui,7,Oui,18,Oui,7,Oui,18
1209,Janis,Olnee,Janis.Olnee@supinfo.com,1999-10-25,Lyon,2019-2020,2,Carrefour,Msc2,59.95,Non,44,Oui,12,Non,44,Oui,12
1210,Rosabelle,Nisbet,Rosabelle.Nisbet@supinfo.com,1995-09-02,Lyon,2019-2020,1,RTE,Msc1,34.71,Non,58,Non,18,Non,58,Non,18
1211,Helsa,Erminia,Helsa.Erminia@supinfo.com,1998-07-10,Lille,2019-2020,1,LCL,Bsc,79.3,Oui,71,Oui,12,Oui,71,Oui,12
1212,Tilly,Longfellow,Tilly.Longfellow@supinfo.com,1998-05-23,Caen,2019-2020,2,Carrefour,Msc1,56.28,Oui,43,Oui,6,Oui,43,Oui,6
1213,Dagmar,Arathorn,Dagmar.Arathorn@supinfo.com,1996-03-23,Lyon,2019-2020,2,Talan,Bsc,67.75,Oui,13,Oui,6,Oui,13,Oui,6
1214,Chastity,Olnee,Chastity.Olnee@supinfo.com,1998-10-09,Lyon,2019-2020,1,RTE,Msc2,64.12,Non,54,Non,3,Non,54,Non,3
1215,Therine,August,Therine.August@supinfo.com,1995-11-27,Paris,2019-2020,2,EDF,Msc2,67.84,Non,12,Oui,18,Non,12,Oui,18
1216,Britni,Lalitta,Britni.Lalitta@supinfo.com,1997-05-06,Paris,2019-2020,1,LCL,Msc2,59.75,Oui,58,Oui,24,Oui,58,Oui,24
1217,Lorne,Lutero,Lorne.Lutero@supinfo.com,1996-02-26,Tours,2019-2020,2,LCL,Bsc,30.38,Non,59,Non,3,Non,59,Non,3
1218,Alyssa,Penelopa,Alyssa.Penelopa@supinfo.com,1995-01-01,Caen,2019-2020,1,Amazon,Bsc,84.32,Non,79,Oui,24,Non,79,Oui,24
1219,Brooks,Cimbura,Brooks.Cimbura@supinfo.com,1999-07-13,Lille,2019-2020,2,Capgemini,Bsc,36.65,Non,45,Non,3,Non,45,Non,3
1220,Madeleine,Cloris,Madeleine.Cloris@supinfo.com,1997-11-15,Tours,2019-2020,2,LCL,Bsc,66.64,Non,90,Non,3,Non,90,Non,3
1221,Arlina,Radu,Arlina.Radu@supinfo.com,1996-04-07,Paris,2019-2020,2,Enedis,Bsc,64.54,Oui,100,Non,6,Oui,100,Non,6
1222,Silvana,Rudolph,Silvana.Rudolph@supinfo.com,1999-06-19,Lille,2019-2020,2,Enedis,Msc2,58.28,Non,9,Non,24,Non,9,Non,24
1223,Merle,Marsden,Merle.Marsden@supinfo.com,1998-01-31,Paris,2019-2020,1,Amazon,Bsc,32.99,Oui,92,Non,24,Oui,92,Non,24
1224,Rayna,Huggins,Rayna.Huggins@supinfo.com,1997-11-29,Lyon,2019-2020,2,Carrefour,Msc2,53.13,Oui,93,Non,6,Oui,93,Non,6
1225,Drucie,Monk,Drucie.Monk@supinfo.com,1995-06-15,Lyon,2019-2020,2,Enedis,Bsc,49.88,Oui,57,Oui,24,Oui,57,Oui,24
1226,Agathe,Middleton,Agathe.Middleton@supinfo.com,1996-12-21,Tours,2019-2020,1,Talan,Bsc,46.41,Non,31,Non,6,Non,31,Non,6
1227,Ingrid,Matthew,Ingrid.Matthew@supinfo.com,1995-02-25,Paris,2019-2020,2,Capgemini,Msc1,51.71,Non,25,Oui,6,Non,25,Oui,6
1228,Nikki,Jarib,Nikki.Jarib@supinfo.com,1998-03-16,Caen,2019-2020,2,Talan,Msc2,86.92,Oui,70,Non,3,Oui,70,Non,3
1229,Kristina,Roarke,Kristina.Roarke@supinfo.com,1997-08-05,Tours,2019-2020,1,EDF,Msc2,73.61,Non,20,Non,24,Non,20,Non,24
1230,Robbi,Breed,Robbi.Breed@supinfo.com,1996-12-11,Caen,2019-2020,1,Capgemini,Msc2,55.19,Non,44,Non,24,Non,44,Non,24
1231,Babita,Liebermann,Babita.Liebermann@supinfo.com,1996-05-27,Lille,2019-2020,1,Amazon,Bsc,75.61,Oui,20,Oui,3,Oui,20,Oui,3
1232,Agnese,Gaynor,Agnese.Gaynor@supinfo.com,1998-08-17,Tours,2019-2020,2,SNCF,Msc2,49.19,Oui,7,Oui,18,Oui,7,Oui,18
1233,Belva,Merriott,Belva.Merriott@supinfo.com,1998-09-22,Lille,2019-2020,1,RTE,Bsc,31.8,Non,28,Oui,18,Non,28,Oui,18
1234,Karly,Hollingsworth,Karly.Hollingsworth@supinfo.com,1995-08-14,Lyon,2019-2020,1,Capgemini,Bsc,70.7,Non,1,Non,3,Non,1,Non,3
1235,Ofilia,Kussell,Ofilia.Kussell@supinfo.com,1995-10-04,Paris,2019-2020,2,LCL,Msc1,60.26,Non,24,Non,24,Non,24,Non,24
1236,Annora,Truc,Annora.Truc@supinfo.com,1995-09-30,Paris,2019-2020,1,BNP Paribas,Msc1,72.11,Non,63,Non,3,Non,63,Non,3
1237,Clementine,Bigner,Clementine.Bigner@supinfo.com,1995-09-10,Lille,2019-2020,2,LCL,Msc2,81.89,Non,64,Oui,3,Non,64,Oui,3
1238,Willetta,Othilia,Willetta.Othilia@supinfo.com,1995-04-09,Paris,2019-2020,2,Engie,Msc2,40.24,Non,35,Non,6,Non,35,Non,6
1239,Laurene,Chem,Laurene.Chem@supinfo.com,1999-10-12,Lille,2019-2020,2,Talan,Msc2,87.22,Oui,43,Oui,3,Oui,43,Oui,3
1240,Pierette,Sharl,Pierette.Sharl@supinfo.com,1996-01-20,Caen,2019-2020,2,LCL,Msc2,52.3,Non,7,Oui,6,Non,7,Oui,6
1241,Rori,Ariella,Rori.Ariella@supinfo.com,1998-10-21,Caen,2019-2020,2,EDF,Bsc,79.19,Oui,64,Oui,6,Oui,64,Oui,6
1242,Agathe,Woodberry,Agathe.Woodberry@supinfo.com,1998-04-29,Lille,2019-2020,2,BNP Paribas,Msc1,31.95,Non,67,Oui,18,Non,67,Oui,18
1243,Leeanne,Chabot,Leeanne.Chabot@supinfo.com,1998-09-20,Caen,2019-2020,2,Talan,Msc1,71.33,Non,43,Non,3,Non,43,Non,3
1244,Xylina,Klotz,Xylina.Klotz@supinfo.com,1995-12-24,Caen,2019-2020,2,BNP Paribas,Msc1,81.02,Oui,98,Non,18,Oui,98,Non,18
1245,Eadie,Voletta,Eadie.Voletta@supinfo.com,1996-06-18,Tours,2019-2020,1,EDF,Msc1,41.83,Oui,91,Non,6,Oui,91,Non,6
1246,Beatriz,Gavrila,Beatriz.Gavrila@supinfo.com,1995-01-12,Lille,2019-2020,2,EDF,Msc1,52.65,Non,17,Oui,24,Non,17,Oui,24
1247,Kirstin,Gaynor,Kirstin.Gaynor@supinfo.com,1994-10-14,Lyon,2019-2020,2,LCL,Msc1,85.8,Oui,97,Non,12,Oui,97,Non,12
1248,Kristina,Esmaria,Kristina.Esmaria@supinfo.com,1996-01-02,Lyon,2019-2020,2,Talan,Msc1,80.04,Oui,1,Oui,6,Oui,1,Oui,6
1249,Brana,Ludewig,Brana.Ludewig@supinfo.com,1997-11-20,Lille,2019-2020,2,Enedis,Bsc,83.68,Oui,89,Non,18,Oui,89,Non,18
1250,Blake,Bohlin,Blake.Bohlin@supinfo.com,1995-08-05,Lille,2019-2020,2,Carrefour,Bsc,30.8,Oui,87,Non,12,Oui,87,Non,12
1251,Emilia,Dash,Emilia.Dash@supinfo.com,1996-12-20,Tours,2019-2020,2,Carrefour,Msc2,47.33,Oui,35,Non,6,Oui,35,Non,6
1252,Dari,Olnee,Dari.Olnee@supinfo.com,1998-01-17,Lille,2019-2020,2,SNCF,Msc1,91.88,Non,23,Oui,24,Non,23,Oui,24
1253,Mignon,Yusuk,Mignon.Yusuk@supinfo.com,1996-07-13,Lille,2019-2020,2,EDF,Msc2,54.6,Non,73,Oui,12,Non,73,Oui,12
1254,Helena,Rillings,Helena.Rillings@supinfo.com,1998-12-28,Caen,2019-2020,1,Talan,Msc2,57.05,Oui,53,Non,24,Oui,53,Non,24
1255,Rosaline,Colyer,Rosaline.Colyer@supinfo.com,1995-01-24,Lyon,2019-2020,2,Capgemini,Msc2,46.63,Oui,21,Oui,18,Oui,21,Oui,18
1256,Vivia,Poppy,Vivia.Poppy@supinfo.com,1999-01-10,Caen,2019-2020,2,BNP Paribas,Bsc,91.07,Oui,15,Non,18,Oui,15,Non,18
1257,Cissiee,Joachim,Cissiee.Joachim@supinfo.com,1996-01-04,Paris,2019-2020,1,RTE,Msc1,54.22,Non,82,Non,24,Non,82,Non,24
1258,Britte,Zitvaa,Britte.Zitvaa@supinfo.com,1997-08-26,Paris,2019-2020,1,Capgemini,Bsc,82.28,Oui,13,Oui,3,Oui,13,Oui,3
1259,Arlina,Natalia,Arlina.Natalia@supinfo.com,1994-05-09,Caen,2019-2020,2,Amazon,Msc2,84.63,Oui,18,Non,12,Oui,18,Non,12
1260,Jenilee,O'Rourke,Jenilee.O'Rourke@supinfo.com,1997-04-03,Lyon,2019-2020,1,Engie,Msc1,34.51,Oui,26,Non,3,Oui,26,Non,3
1261,Angelique,Wilona,Angelique.Wilona@supinfo.com,1994-04-08,Lyon,2019-2020,1,EDF,Bsc,42.17,Non,48,Non,24,Non,48,Non,24
1262,Nita,Kylander,Nita.Kylander@supinfo.com,1998-12-13,Lille,2019-2020,2,SNCF,Msc2,70.35,Non,14,Oui,3,Non,14,Oui,3
1263,Layla,Fink,Layla.Fink@supinfo.com,1996-03-12,Tours,2019-2020,2,SNCF,Msc2,88.88,Non,38,Oui,12,Non,38,Oui,12
1264,Trixi,Colp,Trixi.Colp@supinfo.com,1999-05-04,Lyon,2019-2020,2,EDF,Msc1,79.46,Non,44,Oui,24,Non,44,Oui,24
1265,Mahalia,Raseda,Mahalia.Raseda@supinfo.com,1999-12-01,Lyon,2019-2020,1,Talan,Msc2,49.1,Non,86,Non,24,Non,86,Non,24
1266,Henriette,Quinn,Henriette.Quinn@supinfo.com,1998-08-01,Lille,2019-2020,2,Carrefour,Msc1,92.31,Oui,67,Oui,6,Oui,67,Oui,6
1267,Frank,Izaak,Frank.Izaak@supinfo.com,1998-02-16,Lyon,2019-2020,1,Talan,Msc1,63.14,Non,51,Non,24,Non,51,Non,24
1268,Gui,Zetta,Gui.Zetta@supinfo.com,1998-03-22,Lyon,2019-2020,1,Amazon,Msc1,63.9,Oui,95,Oui,24,Oui,95,Oui,24
1269,Shaylyn,Odell,Shaylyn.Odell@supinfo.com,1994-11-28,Tours,2019-2020,2,BNP Paribas,Bsc,61.26,Non,18,Oui,12,Non,18,Oui,12
1270,Paola,Douglass,Paola.Douglass@supinfo.com,1995-01-06,Lille,2019-2020,2,Capgemini,Bsc,74.89,Oui,74,Oui,3,Oui,74,Oui,3
1271,Aili,Creamer,Aili.Creamer@supinfo.com,1999-12-26,Tours,2019-2020,2,SNCF,Msc2,40.24,Oui,12,Non,6,Oui,12,Non,6
1272,Minda,Bandeen,Minda.Bandeen@supinfo.com,1997-04-06,Caen,2019-2020,1,LCL,Msc1,30.6,Oui,6,Oui,18,Oui,6,Oui,18
1273,Lyssa,Nedrud,Lyssa.Nedrud@supinfo.com,1997-09-26,Caen,2019-2020,2,RTE,Bsc,37.49,Oui,11,Non,18,Oui,11,Non,18
1274,Fawne,Tengdin,Fawne.Tengdin@supinfo.com,1999-02-24,Lyon,2019-2020,2,LCL,Msc1,79.08,Non,75,Non,6,Non,75,Non,6
1275,Mellicent,Septima,Mellicent.Septima@supinfo.com,1995-10-11,Lyon,2019-2020,2,Enedis,Msc2,36.93,Non,48,Non,6,Non,48,Non,6
1276,Patricia,Tryck,Patricia.Tryck@supinfo.com,1995-12-20,Paris,2019-2020,1,Engie,Bsc,88.66,Non,58,Oui,3,Non,58,Oui,3
1277,Sashenka,Iiette,Sashenka.Iiette@supinfo.com,1997-10-23,Paris,2019-2020,2,LCL,Msc2,63.55,Non,73,Oui,18,Non,73,Oui,18
1278,Merry,Dorothy,Merry.Dorothy@supinfo.com,1997-06-21,Lille,2019-2020,2,SNCF,Msc2,35.49,Oui,17,Oui,3,Oui,17,Oui,3
1279,Bettine,Rubie,Bettine.Rubie@supinfo.com,1998-01-21,Paris,2019-2020,1,Carrefour,Msc1,73.78,Non,15,Non,12,Non,15,Non,12
1280,Annice,Ovid,Annice.Ovid@supinfo.com,1996-05-07,Lille,2019-2020,2,Carrefour,Bsc,70.83,Oui,98,Non,12,Oui,98,Non,12
1281,Leeanne,Pelagias,Leeanne.Pelagias@supinfo.com,1998-11-11,Lille,2019-2020,1,Enedis,Msc2,95.38,Oui,29,Oui,18,Oui,29,Oui,18
1282,Rayna,Richers,Rayna.Richers@supinfo.com,1997-08-05,Lille,2019-2020,2,Enedis,Msc2,41.65,Oui,26,Oui,3,Oui,26,Oui,3
1283,Albertina,Natica,Albertina.Natica@supinfo.com,1997-04-26,Lyon,2019-2020,1,SNCF,Bsc,32.16,Oui,10,Oui,6,Oui,10,Oui,6
1284,Gwyneth,Matthew,Gwyneth.Matthew@supinfo.com,1998-09-02,Lille,2019-2020,2,BNP Paribas,Bsc,51.98,Oui,46,Non,18,Oui,46,Non,18
1285,Angelique,Klemperer,Angelique.Klemperer@supinfo.com,1998-05-31,Caen,2019-2020,1,Amazon,Bsc,45.87,Oui,35,Non,18,Oui,35,Non,18
1286,Korrie,Harl,Korrie.Harl@supinfo.com,1999-07-06,Lyon,2019-2020,1,Talan,Msc2,35.07,Oui,42,Non,3,Oui,42,Non,3
1287,Ilse,Vanni,Ilse.Vanni@supinfo.com,1996-11-06,Lyon,2019-2020,2,Carrefour,Msc1,80.82,Non,41,Non,6,Non,41,Non,6
1288,Kaja,Dearborn,Kaja.Dearborn@supinfo.com,1997-12-05,Paris,2019-2020,1,LCL,Msc2,42.03,Oui,23,Non,24,Oui,23,Non,24
1289,Alyssa,Boehike,Alyssa.Boehike@supinfo.com,1999-03-30,Tours,2019-2020,1,Amazon,Bsc,40.22,Oui,89,Non,12,Oui,89,Non,12
1290,Tarra,Cherianne,Tarra.Cherianne@supinfo.com,1999-05-24,Lyon,2019-2020,2,EDF,Msc1,37.28,Oui,5,Non,24,Oui,5,Non,24
1291,Ronna,Pierette,Ronna.Pierette@supinfo.com,1996-01-31,Caen,2019-2020,2,Carrefour,Bsc,87.97,Oui,11,Oui,6,Oui,11,Oui,6
1292,Mara,Nester,Mara.Nester@supinfo.com,1999-05-25,Caen,2019-2020,1,Talan,Bsc,67.76,Non,88,Non,18,Non,88,Non,18
1293,Kirstin,Screens,Kirstin.Screens@supinfo.com,1998-03-04,Lille,2019-2020,2,Carrefour,Bsc,60.43,Non,5,Non,6,Non,5,Non,6
1294,Joceline,Rurik,Joceline.Rurik@supinfo.com,1999-05-05,Lille,2019-2020,1,RTE,Msc1,59.16,Non,76,Non,24,Non,76,Non,24
1295,Hallie,Martsen,Hallie.Martsen@supinfo.com,1998-09-17,Lyon,2019-2020,1,Enedis,Bsc,65.83,Non,47,Oui,12,Non,47,Oui,12
1296,Tiffie,Mozelle,Tiffie.Mozelle@supinfo.com,1996-07-26,Lille,2019-2020,2,RTE,Msc2,38.16,Non,37,Non,6,Non,37,Non,6
1297,Jackie,Bronk,Jackie.Bronk@supinfo.com,1998-10-02,Lille,2019-2020,2,SNCF,Msc1,42.55,Oui,21,Non,3,Oui,21,Non,3
1298,Lulita,O'Neill,Lulita.O'Neill@supinfo.com,1995-02-02,Lille,2019-2020,2,Talan,Bsc,37.49,Non,0,Oui,3,Non,0,Oui,3
1299,Noelle,Weinreb,Noelle.Weinreb@supinfo.com,1997-08-29,Lille,2019-2020,2,Carrefour,Bsc,87.82,Oui,68,Oui,18,Oui,68,Oui,18
1300,Karina,Mallon,Karina.Mallon@supinfo.com,1998-09-19,Tours,2019-2020,2,LCL,Msc2,85.83,Non,89,Non,12,Non,89,Non,12
1301,Celestyna,Ruvolo,Celestyna.Ruvolo@supinfo.com,1997-09-29,Caen,2019-2020,1,SNCF,Msc1,32.39,Non,57,Non,18,Non,57,Non,18
1302,Nonnah,Joeann,Nonnah.Joeann@supinfo.com,1995-08-30,Lyon,2019-2020,2,Enedis,Bsc,68.65,Non,12,Oui,3,Non,12,Oui,3
1303,Halette,Drus,Halette.Drus@supinfo.com,1998-02-23,Lyon,2019-2020,2,RTE,Bsc,47.07,Non,77,Non,3,Non,77,Non,3
1304,Ronna,Delp,Ronna.Delp@supinfo.com,1997-08-01,Tours,2019-2020,2,SNCF,Bsc,93.51,Non,2,Non,18,Non,2,Non,18
1305,Joane,Rona,Joane.Rona@supinfo.com,1994-09-28,Caen,2019-2020,2,SNCF,Msc1,87.16,Non,92,Oui,18,Non,92,Oui,18
1306,Magdalena,Bettine,Magdalena.Bettine@supinfo.com,1999-04-21,Paris,2019-2020,1,Enedis,Msc1,91.71,Oui,94,Oui,24,Oui,94,Oui,24
1307,Annaliese,Ochs,Annaliese.Ochs@supinfo.com,1995-12-01,Lyon,2019-2020,1,LCL,Bsc,34.79,Non,100,Non,12,Non,100,Non,12
1308,Abbie,Richers,Abbie.Richers@supinfo.com,1994-11-10,Lille,2019-2020,2,LCL,Bsc,74.81,Oui,23,Oui,18,Oui,23,Oui,18
1309,Agathe,Sasnett,Agathe.Sasnett@supinfo.com,1996-08-10,Tours,2019-2020,2,SNCF,Msc1,90.45,Oui,12,Oui,12,Oui,12,Oui,12
1310,Daphne,Cavan,Daphne.Cavan@supinfo.com,1999-12-26,Lille,2019-2020,1,RTE,Bsc,51.58,Non,100,Oui,18,Non,100,Oui,18
1311,Rori,Nester,Rori.Nester@supinfo.com,1997-05-20,Paris,2019-2020,2,Enedis,Bsc,36.77,Non,8,Non,6,Non,8,Non,6
1312,Brooks,Poll,Brooks.Poll@supinfo.com,1994-12-26,Lyon,2019-2020,1,EDF,Msc2,43.36,Non,14,Non,12,Non,14,Non,12
1313,Claresta,Posner,Claresta.Posner@supinfo.com,1999-07-31,Tours,2019-2020,1,Capgemini,Msc2,76.2,Oui,24,Non,24,Oui,24,Non,24
1314,Charlena,Evangelia,Charlena.Evangelia@supinfo.com,1995-12-27,Lyon,2019-2020,1,Enedis,Bsc,43.87,Oui,28,Oui,18,Oui,28,Oui,18
1315,Hermione,Kirstin,Hermione.Kirstin@supinfo.com,1998-01-18,Paris,2019-2020,1,Talan,Bsc,83.55,Non,86,Non,3,Non,86,Non,3
1316,Daryl,Melony,Daryl.Melony@supinfo.com,1996-10-17,Caen,2019-2020,2,Carrefour,Msc2,42.42,Oui,74,Oui,6,Oui,74,Oui,6
1317,Beth,Rocray,Beth.Rocray@supinfo.com,1994-01-31,Lyon,2019-2020,1,SNCF,Msc2,68.68,Non,15,Non,12,Non,15,Non,12
1318,Alia,Annice,Alia.Annice@supinfo.com,1996-02-25,Lyon,2019-2020,1,Capgemini,Bsc,30.79,Oui,58,Oui,18,Oui,58,Oui,18
1319,Jere,Moina,Jere.Moina@supinfo.com,1998-06-11,Tours,2019-2020,2,Amazon,Msc1,51.73,Non,52,Non,3,Non,52,Non,3
1320,Jenda,Sancho,Jenda.Sancho@supinfo.com,1999-04-21,Caen,2019-2020,2,Capgemini,Msc2,34.41,Oui,7,Non,6,Oui,7,Non,6
1321,Livvyy,Ralfston,Livvyy.Ralfston@supinfo.com,1995-01-13,Caen,2019-2020,1,Talan,Bsc,58.41,Non,68,Oui,24,Non,68,Oui,24
1322,Consuela,Dorine,Consuela.Dorine@supinfo.com,1998-11-28,Tours,2019-2020,1,SNCF,Bsc,41.08,Oui,1,Oui,3,Oui,1,Oui,3
1323,Randa,Lindemann,Randa.Lindemann@supinfo.com,1994-11-19,Tours,2019-2020,2,BNP Paribas,Msc1,50.63,Non,51,Oui,24,Non,51,Oui,24
1324,Darci,Ashely,Darci.Ashely@supinfo.com,1995-08-25,Paris,2019-2020,1,BNP Paribas,Bsc,44.84,Non,76,Non,24,Non,76,Non,24
