id,firstname,lastname,email,BirthDate,campus,Academic_year,contract_type,Company,Level,global_mark
1220,Madeleine,Cloris,Madeleine.Cloris@supinfo.com,1997-11-15,Tours,2019-2020,2,LCL,Bsc,66.64
1221,Arlina,Radu,Arlina.Radu@supinfo.com,1996-04-07,Paris,2019-2020,2,Enedis,Bsc,64.54
1222,Silvana,Rudolph,Silvana.Rudolph@supinfo.com,1999-06-19,Lille,2019-2020,2,Enedis,Msc2,58.28
1223,Merle,Marsden,Merle.Marsden@supinfo.com,1998-01-31,Paris,2019-2020,1,Amazon,Bsc,32.99
1224,Rayna,Huggins,Rayna.Huggins@supinfo.com,1997-11-29,Lyon,2019-2020,2,Carrefour,Msc2,53.13
1225,Drucie,Monk,Drucie.Monk@supinfo.com,1995-06-15,Lyon,2019-2020,2,Enedis,Bsc,49.88
1226,Agathe,Middleton,Agathe.Middleton@supinfo.com,1996-12-21,Tours,2019-2020,1,Talan,Bsc,46.41
1227,Ingrid,Matthew,Ingrid.Matthew@supinfo.com,1995-02-25,Paris,2019-2020,2,Capgemini,Msc1,51.71
1228,Nikki,Jarib,Nikki.Jarib@supinfo.com,1998-03-16,Caen,2019-2020,2,Talan,Msc2,86.92
1229,Kristina,Roarke,Kristina.Roarke@supinfo.com,1997-08-05,Tours,2019-2020,1,EDF,Msc2,73.61
1230,Robbi,Breed,Robbi.Breed@supinfo.com,1996-12-11,Caen,2019-2020,1,Capgemini,Msc2,55.19
1231,Babita,Liebermann,Babita.Liebermann@supinfo.com,1996-05-27,Lille,2019-2020,1,Amazon,Bsc,75.61
1232,Agnese,Gaynor,Agnese.Gaynor@supinfo.com,1998-08-17,Tours,2019-2020,2,SNCF,Msc2,49.19
1233,Belva,Merriott,Belva.Merriott@supinfo.com,1998-09-22,Lille,2019-2020,1,RTE,Bsc,31.8
1234,Karly,Hollingsworth,Karly.Hollingsworth@supinfo.com,1995-08-14,Lyon,2019-2020,1,Capgemini,Bsc,70.7
1235,Ofilia,Kussell,Ofilia.Kussell@supinfo.com,1995-10-04,Paris,2019-2020,2,LCL,Msc1,60.26
1236,Annora,Truc,Annora.Truc@supinfo.com,1995-09-30,Paris,2019-2020,1,BNP Paribas,Msc1,72.11
1237,Clementine,Bigner,Clementine.Bigner@supinfo.com,1995-09-10,Lille,2019-2020,2,LCL,Msc2,81.89
1238,Willetta,Othilia,Willetta.Othilia@supinfo.com,1995-04-09,Paris,2019-2020,2,Engie,Msc2,40.24
1239,Laurene,Chem,Laurene.Chem@supinfo.com,1999-10-12,Lille,2019-2020,2,Talan,Msc2,87.22
1240,Pierette,Sharl,Pierette.Sharl@supinfo.com,1996-01-20,Caen,2019-2020,2,LCL,Msc2,52.3
1241,Rori,Ariella,Rori.Ariella@supinfo.com,1998-10-21,Caen,2019-2020,2,EDF,Bsc,79.19
1242,Agathe,Woodberry,Agathe.Woodberry@supinfo.com,1998-04-29,Lille,2019-2020,2,BNP Paribas,Msc1,31.95
1243,Leeanne,Chabot,Leeanne.Chabot@supinfo.com,1998-09-20,Caen,2019-2020,2,Talan,Msc1,71.33
1244,Xylina,Klotz,Xylina.Klotz@supinfo.com,1995-12-24,Caen,2019-2020,2,BNP Paribas,Msc1,81.02
1245,Eadie,Voletta,Eadie.Voletta@supinfo.com,1996-06-18,Tours,2019-2020,1,EDF,Msc1,41.83
1246,Beatriz,Gavrila,Beatriz.Gavrila@supinfo.com,1995-01-12,Lille,2019-2020,2,EDF,Msc1,52.65
1247,Kirstin,Gaynor,Kirstin.Gaynor@supinfo.com,1994-10-14,Lyon,2019-2020,2,LCL,Msc1,85.8
1248,Kristina,Esmaria,Kristina.Esmaria@supinfo.com,1996-01-02,Lyon,2019-2020,2,Talan,Msc1,80.04
1249,Brana,Ludewig,Brana.Ludewig@supinfo.com,1997-11-20,Lille,2019-2020,2,Enedis,Bsc,83.68
1250,Blake,Bohlin,Blake.Bohlin@supinfo.com,1995-08-05,Lille,2019-2020,2,Carrefour,Bsc,30.8
1251,Emilia,Dash,Emilia.Dash@supinfo.com,1996-12-20,Tours,2019-2020,2,Carrefour,Msc2,47.33
1252,Dari,Olnee,Dari.Olnee@supinfo.com,1998-01-17,Lille,2019-2020,2,SNCF,Msc1,91.88
1253,Mignon,Yusuk,Mignon.Yusuk@supinfo.com,1996-07-13,Lille,2019-2020,2,EDF,Msc2,54.6
1254,Helena,Rillings,Helena.Rillings@supinfo.com,1998-12-28,Caen,2019-2020,1,Talan,Msc2,57.05
1255,Rosaline,Colyer,Rosaline.Colyer@supinfo.com,1995-01-24,Lyon,2019-2020,2,Capgemini,Msc2,46.63
1256,Vivia,Poppy,Vivia.Poppy@supinfo.com,1999-01-10,Caen,2019-2020,2,BNP Paribas,Bsc,91.07
1257,Cissiee,Joachim,Cissiee.Joachim@supinfo.com,1996-01-04,Paris,2019-2020,1,RTE,Msc1,54.22
1258,Britte,Zitvaa,Britte.Zitvaa@supinfo.com,1997-08-26,Paris,2019-2020,1,Capgemini,Bsc,82.28
1259,Arlina,Natalia,Arlina.Natalia@supinfo.com,1994-05-09,Caen,2019-2020,2,Amazon,Msc2,84.63
1260,Jenilee,O'Rourke,Jenilee.O'Rourke@supinfo.com,1997-04-03,Lyon,2019-2020,1,Engie,Msc1,34.51
1261,Angelique,Wilona,Angelique.Wilona@supinfo.com,1994-04-08,Lyon,2019-2020,1,EDF,Bsc,42.17
1262,Nita,Kylander,Nita.Kylander@supinfo.com,1998-12-13,Lille,2019-2020,2,SNCF,Msc2,70.35
1263,Layla,Fink,Layla.Fink@supinfo.com,1996-03-12,Tours,2019-2020,2,SNCF,Msc2,88.88
1264,Trixi,Colp,Trixi.Colp@supinfo.com,1999-05-04,Lyon,2019-2020,2,EDF,Msc1,79.46
1265,Mahalia,Raseda,Mahalia.Raseda@supinfo.com,1999-12-01,Lyon,2019-2020,1,Talan,Msc2,49.1
1266,Henriette,Quinn,Henriette.Quinn@supinfo.com,1998-08-01,Lille,2019-2020,2,Carrefour,Msc1,92.31
1267,Frank,Izaak,Frank.Izaak@supinfo.com,1998-02-16,Lyon,2019-2020,1,Talan,Msc1,63.14
1268,Gui,Zetta,Gui.Zetta@supinfo.com,1998-03-22,Lyon,2019-2020,1,Amazon,Msc1,63.9
1269,Shaylyn,Odell,Shaylyn.Odell@supinfo.com,1994-11-28,Tours,2019-2020,2,BNP Paribas,Bsc,61.26
1270,Paola,Douglass,Paola.Douglass@supinfo.com,1995-01-06,Lille,2019-2020,2,Capgemini,Bsc,74.89
1271,Aili,Creamer,Aili.Creamer@supinfo.com,1999-12-26,Tours,2019-2020,2,SNCF,Msc2,40.24
1272,Minda,Bandeen,Minda.Bandeen@supinfo.com,1997-04-06,Caen,2019-2020,1,LCL,Msc1,30.6
1273,Lyssa,Nedrud,Lyssa.Nedrud@supinfo.com,1997-09-26,Caen,2019-2020,2,RTE,Bsc,37.49
1274,Fawne,Tengdin,Fawne.Tengdin@supinfo.com,1999-02-24,Lyon,2019-2020,2,LCL,Msc1,79.08
1275,Mellicent,Septima,Mellicent.Septima@supinfo.com,1995-10-11,Lyon,2019-2020,2,Enedis,Msc2,36.93
1276,Patricia,Tryck,Patricia.Tryck@supinfo.com,1995-12-20,Paris,2019-2020,1,Engie,Bsc,88.66
1277,Sashenka,Iiette,Sashenka.Iiette@supinfo.com,1997-10-23,Paris,2019-2020,2,LCL,Msc2,63.55
1278,Merry,Dorothy,Merry.Dorothy@supinfo.com,1997-06-21,Lille,2019-2020,2,SNCF,Msc2,35.49
1279,Bettine,Rubie,Bettine.Rubie@supinfo.com,1998-01-21,Paris,2019-2020,1,Carrefour,Msc1,73.78
1280,Annice,Ovid,Annice.Ovid@supinfo.com,1996-05-07,Lille,2019-2020,2,Carrefour,Bsc,70.83
1281,Leeanne,Pelagias,Leeanne.Pelagias@supinfo.com,1998-11-11,Lille,2019-2020,1,Enedis,Msc2,95.38
1282,Rayna,Richers,Rayna.Richers@supinfo.com,1997-08-05,Lille,2019-2020,2,Enedis,Msc2,41.65
1283,Albertina,Natica,Albertina.Natica@supinfo.com,1997-04-26,Lyon,2019-2020,1,SNCF,Bsc,32.16
1284,Gwyneth,Matthew,Gwyneth.Matthew@supinfo.com,1998-09-02,Lille,2019-2020,2,BNP Paribas,Bsc,51.98
1285,Angelique,Klemperer,Angelique.Klemperer@supinfo.com,1998-05-31,Caen,2019-2020,1,Amazon,Bsc,45.87
1286,Korrie,Harl,Korrie.Harl@supinfo.com,1999-07-06,Lyon,2019-2020,1,Talan,Msc2,35.07
1287,Ilse,Vanni,Ilse.Vanni@supinfo.com,1996-11-06,Lyon,2019-2020,2,Carrefour,Msc1,80.82
1288,Kaja,Dearborn,Kaja.Dearborn@supinfo.com,1997-12-05,Paris,2019-2020,1,LCL,Msc2,42.03
1289,Alyssa,Boehike,Alyssa.Boehike@supinfo.com,1999-03-30,Tours,2019-2020,1,Amazon,Bsc,40.22
1290,Tarra,Cherianne,Tarra.Cherianne@supinfo.com,1999-05-24,Lyon,2019-2020,2,EDF,Msc1,37.28
1291,Ronna,Pierette,Ronna.Pierette@supinfo.com,1996-01-31,Caen,2019-2020,2,Carrefour,Bsc,87.97
1292,Mara,Nester,Mara.Nester@supinfo.com,1999-05-25,Caen,2019-2020,1,Talan,Bsc,67.76
1293,Kirstin,Screens,Kirstin.Screens@supinfo.com,1998-03-04,Lille,2019-2020,2,Carrefour,Bsc,60.43
1294,Joceline,Rurik,Joceline.Rurik@supinfo.com,1999-05-05,Lille,2019-2020,1,RTE,Msc1,59.16
1295,Hallie,Martsen,Hallie.Martsen@supinfo.com,1998-09-17,Lyon,2019-2020,1,Enedis,Bsc,65.83
1296,Tiffie,Mozelle,Tiffie.Mozelle@supinfo.com,1996-07-26,Lille,2019-2020,2,RTE,Msc2,38.16
1297,Jackie,Bronk,Jackie.Bronk@supinfo.com,1998-10-02,Lille,2019-2020,2,SNCF,Msc1,42.55
1298,Lulita,O'Neill,Lulita.O'Neill@supinfo.com,1995-02-02,Lille,2019-2020,2,Talan,Bsc,37.49
1299,Noelle,Weinreb,Noelle.Weinreb@supinfo.com,1997-08-29,Lille,2019-2020,2,Carrefour,Bsc,87.82
1300,Karina,Mallon,Karina.Mallon@supinfo.com,1998-09-19,Tours,2019-2020,2,LCL,Msc2,85.83
1301,Celestyna,Ruvolo,Celestyna.Ruvolo@supinfo.com,1997-09-29,Caen,2019-2020,1,SNCF,Msc1,32.39
1302,Nonnah,Joeann,Nonnah.Joeann@supinfo.com,1995-08-30,Lyon,2019-2020,2,Enedis,Bsc,68.65
1303,Halette,Drus,Halette.Drus@supinfo.com,1998-02-23,Lyon,2019-2020,2,RTE,Bsc,47.07
1304,Ronna,Delp,Ronna.Delp@supinfo.com,1997-08-01,Tours,2019-2020,2,SNCF,Bsc,93.51
1305,Joane,Rona,Joane.Rona@supinfo.com,1994-09-28,Caen,2019-2020,2,SNCF,Msc1,87.16
1306,Magdalena,Bettine,Magdalena.Bettine@supinfo.com,1999-04-21,Paris,2019-2020,1,Enedis,Msc1,91.71
1307,Annaliese,Ochs,Annaliese.Ochs@supinfo.com,1995-12-01,Lyon,2019-2020,1,LCL,Bsc,34.79
1308,Abbie,Richers,Abbie.Richers@supinfo.com,1994-11-10,Lille,2019-2020,2,LCL,Bsc,74.81
1309,Agathe,Sasnett,Agathe.Sasnett@supinfo.com,1996-08-10,Tours,2019-2020,2,SNCF,Msc1,90.45
1310,Daphne,Cavan,Daphne.Cavan@supinfo.com,1999-12-26,Lille,2019-2020,1,RTE,Bsc,51.58
1311,Rori,Nester,Rori.Nester@supinfo.com,1997-05-20,Paris,2019-2020,2,Enedis,Bsc,36.77
1312,Brooks,Poll,Brooks.Poll@supinfo.com,1994-12-26,Lyon,2019-2020,1,EDF,Msc2,43.36
1313,Claresta,Posner,Claresta.Posner@supinfo.com,1999-07-31,Tours,2019-2020,1,Capgemini,Msc2,76.2
1314,Charlena,Evangelia,Charlena.Evangelia@supinfo.com,1995-12-27,Lyon,2019-2020,1,Enedis,Bsc,43.87
1315,Hermione,Kirstin,Hermione.Kirstin@supinfo.com,1998-01-18,Paris,2019-2020,1,Talan,Bsc,83.55
1316,Daryl,Melony,Daryl.Melony@supinfo.com,1996-10-17,Caen,2019-2020,2,Carrefour,Msc2,42.42
1317,Beth,Rocray,Beth.Rocray@supinfo.com,1994-01-31,Lyon,2019-2020,1,SNCF,Msc2,68.68
1318,Alia,Annice,Alia.Annice@supinfo.com,1996-02-25,Lyon,2019-2020,1,Capgemini,Bsc,30.79
1319,Jere,Moina,Jere.Moina@supinfo.com,1998-06-11,Tours,2019-2020,2,Amazon,Msc1,51.73
1320,Jenda,Sancho,Jenda.Sancho@supinfo.com,1999-04-21,Caen,2019-2020,2,Capgemini,Msc2,34.41
1321,Livvyy,Ralfston,Livvyy.Ralfston@supinfo.com,1995-01-13,Caen,2019-2020,1,Talan,Bsc,58.41
1322,Consuela,Dorine,Consuela.Dorine@supinfo.com,1998-11-28,Tours,2019-2020,1,SNCF,Bsc,41.08
1323,Randa,Lindemann,Randa.Lindemann@supinfo.com,1994-11-19,Tours,2019-2020,2,BNP Paribas,Msc1,50.63
1324,Darci,Ashely,Darci.Ashely@supinfo.com,1995-08-25,Paris,2019-2020,1,BNP Paribas,Bsc,44.84
1325,Drucie,Ariella,Drucie.Ariella@supinfo.com,1996-06-21,Paris,2019-2020,1,SNCF,Msc2,48.73
1326,Ottilie,Glenden,Ottilie.Glenden@supinfo.com,1996-06-28,Caen,2019-2020,1,Enedis,Msc2,60.11
1327,Iseabal,Tannie,Iseabal.Tannie@supinfo.com,1994-12-25,Lyon,2019-2020,1,Amazon,Msc2,39.1
1328,Maurene,Braun,Maurene.Braun@supinfo.com,1995-12-25,Tours,2019-2020,1,Capgemini,Msc1,69.26
1329,Aryn,Chandler,Aryn.Chandler@supinfo.com,1996-07-06,Paris,2019-2020,2,Amazon,Bsc,68.45
1330,Corene,Martguerita,Corene.Martguerita@supinfo.com,1998-02-11,Caen,2019-2020,2,Carrefour,Msc1,81.95
1331,Berget,Zachary,Berget.Zachary@supinfo.com,1995-01-13,Tours,2019-2020,1,Engie,Msc2,51.35
1332,Chloris,Infield,Chloris.Infield@supinfo.com,1995-12-20,Lyon,2019-2020,2,BNP Paribas,Bsc,69.9
1333,Cyb,Pearse,Cyb.Pearse@supinfo.com,1997-09-12,Lille,2019-2020,1,RTE,Msc1,77.54
1334,Katleen,Sinegold,Katleen.Sinegold@supinfo.com,1995-06-23,Paris,2019-2020,2,EDF,Msc2,31.52
1335,Miquela,Stilwell,Miquela.Stilwell@supinfo.com,1999-06-28,Tours,2019-2020,2,EDF,Msc1,58.92
1336,Kittie,Hazlett,Kittie.Hazlett@supinfo.com,1998-02-19,Lyon,2019-2020,2,Amazon,Msc1,67.6
1337,Chandra,Charmine,Chandra.Charmine@supinfo.com,1998-09-10,Lyon,2019-2020,1,Carrefour,Bsc,94.37
1338,Aryn,Gwenore,Aryn.Gwenore@supinfo.com,1997-03-08,Lyon,2019-2020,2,Enedis,Msc2,30.13
1339,Sybille,Cohdwell,Sybille.Cohdwell@supinfo.com,1999-04-21,Tours,2019-2020,1,Capgemini,Msc2,75.12
1340,Eugine,Emmy,Eugine.Emmy@supinfo.com,1994-01-13,Lille,2019-2020,2,LCL,Msc2,38.28
1341,Margarette,Prober,Margarette.Prober@supinfo.com,1996-07-13,Lyon,2019-2020,2,Capgemini,Msc2,42.03
1342,Nyssa,Ursulette,Nyssa.Ursulette@supinfo.com,1997-04-05,Paris,2019-2020,1,Amazon,Bsc,57.78
1343,Fayre,Waite,Fayre.Waite@supinfo.com,1994-01-21,Lille,2019-2020,1,Engie,Bsc,89.33
1344,Charissa,Connelly,Charissa.Connelly@supinfo.com,1997-09-28,Lyon,2019-2020,1,Amazon,Bsc,37.47
1345,Berta,Cosenza,Berta.Cosenza@supinfo.com,1994-06-27,Lyon,2019-2020,1,EDF,Msc2,60.82
1346,Jolyn,Roumell,Jolyn.Roumell@supinfo.com,1997-08-08,Lyon,2019-2020,2,Enedis,Msc1,49.09
1347,Ebonee,McClimans,Ebonee.McClimans@supinfo.com,1999-06-21,Paris,2019-2020,1,SNCF,Bsc,65.92
1348,Alie,Borrell,Alie.Borrell@supinfo.com,1997-08-14,Caen,2019-2020,2,LCL,Msc2,94.38
1349,Gusty,Ulphia,Gusty.Ulphia@supinfo.com,1995-11-15,Lyon,2019-2020,2,Engie,Msc1,37.54
1350,Emylee,Medrek,Emylee.Medrek@supinfo.com,1996-12-17,Tours,2019-2020,2,SNCF,Msc1,54.74
1351,Alie,Gualtiero,Alie.Gualtiero@supinfo.com,1994-07-11,Paris,2019-2020,1,Amazon,Msc2,82.26
1352,Fernande,Laurianne,Fernande.Laurianne@supinfo.com,1995-04-17,Lyon,2019-2020,2,Engie,Bsc,94.73
1353,Jenda,Elsinore,Jenda.Elsinore@supinfo.com,1996-07-20,Caen,2019-2020,1,Carrefour,Msc2,30.99
1354,Inga,Kimmie,Inga.Kimmie@supinfo.com,1998-08-05,Paris,2019-2020,2,Capgemini,Msc2,66.07
1355,Constance,Latini,Constance.Latini@supinfo.com,1998-11-07,Lyon,2019-2020,2,BNP Paribas,Bsc,43.15
1356,Kore,Olympium,Kore.Olympium@supinfo.com,1997-12-07,Lille,2019-2020,2,Enedis,Bsc,80.7
1357,Janis,Colp,Janis.Colp@supinfo.com,1996-05-09,Lille,2019-2020,1,RTE,Bsc,73.79
1358,Lilith,Mehalek,Lilith.Mehalek@supinfo.com,1994-09-13,Paris,2019-2020,1,SNCF,Msc1,83.51
1359,Lynnea,Fink,Lynnea.Fink@supinfo.com,1996-02-02,Paris,2019-2020,1,EDF,Bsc,66.06
1360,Jacenta,Letsou,Jacenta.Letsou@supinfo.com,1997-09-14,Caen,2019-2020,1,LCL,Msc2,70.53
1361,Beth,Sancho,Beth.Sancho@supinfo.com,1995-02-27,Paris,2019-2020,1,Capgemini,Bsc,94.96
1362,Elyssa,Thar,Elyssa.Thar@supinfo.com,1996-09-02,Lille,2019-2020,2,BNP Paribas,Msc1,95.12
1363,Viki,Wu,Viki.Wu@supinfo.com,1997-03-14,Paris,2019-2020,2,Enedis,Msc2,88.78
1364,Ulrike,Auberbach,Ulrike.Auberbach@supinfo.com,1996-11-07,Paris,2019-2020,2,Talan,Msc1,52.07
1365,Gisela,Guildroy,Gisela.Guildroy@supinfo.com,1997-12-24,Caen,2019-2020,2,Capgemini,Bsc,53.42
1366,Adriana,Garbe,Adriana.Garbe@supinfo.com,1995-05-30,Tours,2019-2020,2,LCL,Bsc,37.94
1367,Kore,Hepsibah,Kore.Hepsibah@supinfo.com,1996-10-05,Paris,2019-2020,1,EDF,Msc2,87.28
1368,Anallese,Gabrielli,Anallese.Gabrielli@supinfo.com,1996-10-02,Caen,2019-2020,2,Talan,Bsc,49.53
1369,Roseline,Ilka,Roseline.Ilka@supinfo.com,1999-06-02,Lyon,2019-2020,1,EDF,Msc1,35.81
1370,Lilith,Lanita,Lilith.Lanita@supinfo.com,1995-11-30,Lyon,2019-2020,1,Talan,Bsc,56.47
1371,Lory,Posner,Lory.Posner@supinfo.com,1996-01-31,Lille,2019-2020,2,RTE,Bsc,69.04
1372,Malina,Lilybelle,Malina.Lilybelle@supinfo.com,1995-10-30,Tours,2019-2020,1,Amazon,Msc2,70.66
1373,Annora,Tatianas,Annora.Tatianas@supinfo.com,1999-01-05,Paris,2019-2020,2,Amazon,Msc2,61.78
1374,Ilse,Tillford,Ilse.Tillford@supinfo.com,1995-01-29,Lyon,2019-2020,2,Enedis,Bsc,55.72
1375,Susette,Ehrman,Susette.Ehrman@supinfo.com,1998-08-29,Lille,2019-2020,1,LCL,Bsc,68.31
1376,Dorice,Meter,Dorice.Meter@supinfo.com,1997-12-18,Lille,2019-2020,1,Capgemini,Msc2,93.69
1377,Libbie,Arquit,Libbie.Arquit@supinfo.com,1998-08-19,Caen,2019-2020,2,Capgemini,Msc1,52.86
1378,Aeriela,Sperling,Aeriela.Sperling@supinfo.com,1994-03-30,Lyon,2019-2020,2,Engie,Msc2,60.65
1379,Raquela,Fosque,Raquela.Fosque@supinfo.com,1996-07-26,Tours,2019-2020,2,RTE,Msc1,75.64
1380,Judy,Lymann,Judy.Lymann@supinfo.com,1995-01-13,Lille,2019-2020,1,Enedis,Msc2,64.09
1381,Catrina,Pitt,Catrina.Pitt@supinfo.com,1995-04-22,Paris,2019-2020,2,RTE,Msc2,89.15
1382,Lilith,Frodi,Lilith.Frodi@supinfo.com,1994-06-05,Tours,2019-2020,1,BNP Paribas,Msc1,92.95
1383,Debee,Rubie,Debee.Rubie@supinfo.com,1994-03-16,Caen,2019-2020,2,SNCF,Msc2,89.23
1384,Teddie,Lipson,Teddie.Lipson@supinfo.com,1995-06-21,Tours,2019-2020,1,BNP Paribas,Msc1,51.73
1385,Iseabal,Hamil,Iseabal.Hamil@supinfo.com,1999-12-18,Lyon,2019-2020,2,RTE,Bsc,56.03
1386,Olivette,Lewes,Olivette.Lewes@supinfo.com,1999-12-26,Lyon,2019-2020,2,SNCF,Bsc,82.29
1387,Sibella,Papageno,Sibella.Papageno@supinfo.com,1995-06-14,Paris,2019-2020,2,Amazon,Msc2,43.47
1388,Ronna,Verger,Ronna.Verger@supinfo.com,1997-05-19,Paris,2019-2020,2,BNP Paribas,Bsc,79.23
1389,Nollie,Colbert,Nollie.Colbert@supinfo.com,1996-05-09,Caen,2019-2020,2,EDF,Bsc,95.2
1390,Verla,Engdahl,Verla.Engdahl@supinfo.com,1998-05-08,Lille,2019-2020,1,SNCF,Msc2,57.57
1391,Jillayne,Richers,Jillayne.Richers@supinfo.com,1996-09-23,Paris,2019-2020,2,Capgemini,Msc1,75.67
1392,Sallie,Ajay,Sallie.Ajay@supinfo.com,1997-11-04,Lyon,2019-2020,2,LCL,Msc2,72.45
1393,Lilith,Adalbert,Lilith.Adalbert@supinfo.com,1996-08-07,Caen,2019-2020,2,Talan,Msc1,58.8
1394,Teriann,Posner,Teriann.Posner@supinfo.com,1997-01-24,Caen,2019-2020,1,RTE,Msc2,77.05
1395,Jere,Buckler,Jere.Buckler@supinfo.com,1996-09-26,Lyon,2019-2020,1,Talan,Msc2,46.19
1396,Alie,Gamaliel,Alie.Gamaliel@supinfo.com,1995-01-02,Lille,2019-2020,2,Capgemini,Msc1,79.27
1397,Andree,Heisel,Andree.Heisel@supinfo.com,1994-09-16,Lyon,2019-2020,1,Engie,Msc1,74.24
1398,Alyssa,Honoria,Alyssa.Honoria@supinfo.com,1994-03-08,Caen,2019-2020,1,Engie,Bsc,73.74
1399,Ardys,Tufts,Ardys.Tufts@supinfo.com,1996-11-20,Paris,2019-2020,2,SNCF,Msc1,91.12
1400,Brena,Tybald,Brena.Tybald@supinfo.com,1999-03-28,Tours,2019-2020,1,Amazon,Msc1,76.52
1401,Katharina,Bearnard,Katharina.Bearnard@supinfo.com,1997-10-22,Tours,2019-2020,2,Enedis,Msc2,37.67
1402,Cordi,Carbo,Cordi.Carbo@supinfo.com,1994-10-20,Caen,2019-2020,2,RTE,Msc2,83.5
1403,Dagmar,Nea,Dagmar.Nea@supinfo.com,1996-06-12,Lyon,2019-2020,2,Engie,Msc1,88.19
1404,Fina,Rozanna,Fina.Rozanna@supinfo.com,1995-05-11,Tours,2019-2020,1,RTE,Msc2,32.9
1405,Carree,Goddard,Carree.Goddard@supinfo.com,1999-08-11,Paris,2019-2020,2,BNP Paribas,Msc1,68.59
1406,Dania,Bow,Dania.Bow@supinfo.com,1996-08-05,Caen,2019-2020,1,SNCF,Msc2,37.09
1407,Annecorinne,Sabella,Annecorinne.Sabella@supinfo.com,1996-09-08,Caen,2019-2020,1,SNCF,Msc1,60.08
1408,Rhea,Amasa,Rhea.Amasa@supinfo.com,1995-10-19,Paris,2019-2020,1,Engie,Bsc,80.29
1409,Kerrin,Prouty,Kerrin.Prouty@supinfo.com,1996-11-03,Lille,2019-2020,1,Talan,Msc2,56.8
1410,Nicoli,Dituri,Nicoli.Dituri@supinfo.com,1997-07-13,Lille,2019-2020,2,EDF,Msc2,51.59
1411,Peri,Candy,Peri.Candy@supinfo.com,1999-10-22,Lille,2019-2020,2,Amazon,Bsc,42.28
1412,Mara,Amasa,Mara.Amasa@supinfo.com,1999-10-04,Lille,2019-2020,1,SNCF,Bsc,34.28
1413,Louella,Clara,Louella.Clara@supinfo.com,1997-03-27,Lille,2019-2020,1,SNCF,Bsc,32.14
1414,Fredericka,Tjon,Fredericka.Tjon@supinfo.com,1996-06-20,Lille,2019-2020,1,Amazon,Bsc,47.18
1415,Aubrie,Radu,Aubrie.Radu@supinfo.com,1996-07-18,Paris,2019-2020,2,RTE,Bsc,33.65
1416,Flo,Mich,Flo.Mich@supinfo.com,1998-08-31,Lille,2019-2020,1,Amazon,Msc2,32.48
1417,Cherilyn,Nicoline,Cherilyn.Nicoline@supinfo.com,1999-11-06,Caen,2019-2020,2,LCL,Bsc,81.91
1418,Emelina,Slifka,Emelina.Slifka@supinfo.com,1994-09-04,Paris,2019-2020,1,LCL,Msc1,84.78
1419,Sarette,Faso,Sarette.Faso@supinfo.com,1995-02-11,Tours,2019-2020,2,Carrefour,Msc2,76.42
1420,Harmonia,Gibbeon,Harmonia.Gibbeon@supinfo.com,1998-06-17,Paris,2019-2020,1,SNCF,Msc1,93.21
1421,Donnie,Kamaria,Donnie.Kamaria@supinfo.com,1996-05-22,Lyon,2019-2020,2,Carrefour,Msc2,44.9
1422,Anestassia,Linehan,Anestassia.Linehan@supinfo.com,1998-10-26,Tours,2019-2020,2,BNP Paribas,Bsc,72.14
1423,Noelle,Justinn,Noelle.Justinn@supinfo.com,1995-04-08,Paris,2019-2020,1,Engie,Msc1,87.78
1424,Ottilie,Ruvolo,Ottilie.Ruvolo@supinfo.com,1997-06-20,Lille,2019-2020,2,SNCF,Msc2,64.41
1425,Mahalia,Huggins,Mahalia.Huggins@supinfo.com,1999-02-08,Paris,2019-2020,1,LCL,Bsc,57.91
1426,Giustina,Audly,Giustina.Audly@supinfo.com,1995-04-11,Caen,2019-2020,1,Engie,Msc1,35.54
1427,Liana,Aldric,Liana.Aldric@supinfo.com,1996-07-23,Paris,2019-2020,2,Carrefour,Msc2,95
1428,Codie,Izaak,Codie.Izaak@supinfo.com,1995-02-02,Caen,2019-2020,2,Carrefour,Msc2,55.87
1429,Joelly,Dearborn,Joelly.Dearborn@supinfo.com,1994-04-13,Lyon,2019-2020,1,Carrefour,Msc1,44.09
1430,Margalo,Halla,Margalo.Halla@supinfo.com,1997-10-27,Paris,2019-2020,2,Carrefour,Bsc,95.37
1431,Kristan,Silvan,Kristan.Silvan@supinfo.com,1997-03-24,Lille,2019-2020,2,LCL,Msc1,85.2
1432,Tarra,Calhoun,Tarra.Calhoun@supinfo.com,1998-10-28,Tours,2019-2020,1,BNP Paribas,Msc1,81.61
1433,Alia,Capello,Alia.Capello@supinfo.com,1995-12-16,Lille,2019-2020,1,SNCF,Bsc,60.93
1434,Gratia,Thomasina,Gratia.Thomasina@supinfo.com,1995-09-08,Tours,2019-2020,1,SNCF,Msc2,77.52
1435,Melina,Crudden,Melina.Crudden@supinfo.com,1997-01-01,Caen,2019-2020,2,Carrefour,Msc2,59.52
1436,Millie,Burnside,Millie.Burnside@supinfo.com,1999-12-24,Paris,2019-2020,1,Capgemini,Msc2,69.1
1437,Babita,Bettine,Babita.Bettine@supinfo.com,1995-09-30,Paris,2019-2020,2,LCL,Bsc,86.12
1438,Thalia,Solitta,Thalia.Solitta@supinfo.com,1999-09-09,Caen,2019-2020,2,SNCF,Msc2,89.46
1439,Marcelline,Silvan,Marcelline.Silvan@supinfo.com,1994-07-22,Lille,2019-2020,2,BNP Paribas,Bsc,55.87
